债券ID,申万一级行业,申万二级行业,债券全称,债券简称,发行主体
135488.SH,0,0,天津市和平国有资产经营管理有限公司2016年非公开发行公司债券(第一期),16和平01,天津市和平国有资产经营管理有限公司
136376.SH,房地产,房地产开发,中国希格玛有限公司公开发行2016年公司债券(第一期),16中希01,中国希格玛有限公司
136451.SH,休闲服务,酒店,远洲集团股份有限公司公开发行2016年公司债券(第一期),16远洲01,远洲集团股份有限公司
1624009.IB,建筑装饰,基础建设,2016年广西麦岭(湘桂界)至贺州高速公路一期工程项目收益债券(第一期),16麦贺高速项目NPB01,贺州市正赢富钟高速公路有限公司
031553042.IB,非银金融,多元金融,平安国际融资租赁有限公司2015年度第三期非公开定向债务融资工具,15平安租赁PPN003,平安国际融资租赁有限公司
118292.SZ,交通运输,高速公路,武汉四方交通物流有限责任公司2014年中小企业私募债券(第一期),14四方01,武汉四方交通物流有限责任公司
118347.SZ,非银金融,多元金融,龙翔投资控股集团有限公司2015年非公开发行公司债券(品种一),15翔控01,龙翔投资控股集团有限公司
D16051903.IB,0,0,0,0,0
112317.SZ,医药生物,中药,太安堂集团有限公司2016年面向合格投资者公开发行公司债券(第一期),16太安01,太安堂集团有限公司
011699895.IB,机械设备,金属制品,宝钢资源有限公司2016年度第一期超短期融资券,16宝钢资源SCP001,宝钢资源有限公司
031559035.IB,休闲服务,酒店,华天实业控股集团有限公司2015年度第一期非公开定向债务融资工具,15华天实业PPN001,华天实业控股集团有限公司
031564131.IB,综合,综合Ⅱ,宝鸡市投资(集团)有限公司2015年度第一期非公开定向债务融资工具,15宝城投PPN001,宝鸡市投资(集团)有限公司
041569034.IB,纺织服装,纺织制造,中国中纺集团公司2015年度第一期短期融资券,15中纺CP001,中国中纺集团公司
041654039.IB,公用事业,电力,国电安徽电力有限公司2016年度第一期短期融资券,16安徽电力CP001,国电安徽电力有限公司
101651017.IB,房地产,房地产开发,平安不动产有限公司2016年度第一期中期票据,16平安不动MTN001,平安不动产有限公司
118667.SZ,食品饮料,饮料制造,中国汇源果汁集团有限公司2016年非公开发行公司债券(第一期),16汇源01,中国汇源果汁集团有限公司
1280420.IB,综合,综合Ⅱ,2012年宁波市镇海区海江投资发展有限公司公司债券,12海江债,宁波市镇海区海江投资发展有限公司
136425.SH,综合,综合Ⅱ,苏州市农业发展集团有限公司公开发行2016年公司债券(第一期),16苏农01,苏州市农业发展集团有限公司
011699326.IB,采掘,煤炭开采,山西晋城无烟煤矿业集团有限责任公司2016年度第一期超短期融资券,16晋煤SCP001,山西晋城无烟煤矿业集团有限责任公司
031490145.IB,采掘,煤炭开采,山西兰花煤炭实业集团有限公司2014年度第一期非公开定向债务融资工具,14兰花PPN001,山西兰花煤炭实业集团有限公司
031490243.IB,建筑装饰,基础建设,成都地铁有限责任公司2014年度第一期非公开定向债务融资工具,14蓉城地铁PPN001,成都地铁有限责任公司
124038.SH,综合,综合Ⅱ,2012年浙江远洲控股有限公司公司债券,12远洲控,浙江远洲控股有限公司
011699438.IB,有色金属,黄金,中国黄金集团公司2016年度第一期超短期融资券,16中金集SCP001,中国黄金集团公司
118724.SZ,房地产,房地产开发,广州富力地产股份有限公司2016年非公开发行公司债券(第三期)(品种一),16富力09,广州富力地产股份有限公司
031290061.IB,交通运输,机场,深圳市机场(集团)有限公司2012年度第一期非公开定向债务融资工具,12深圳机场PPN001,深圳市机场(集团)有限公司
041671005.IB,医药生物,专业零售,南京新工投资集团有限责任公司2016年度第一期短期融资券,16南新工CP001,南京新工投资集团有限责任公司
101560066.IB,有色金属,黄金,山东招金集团有限公司2015年度第一期中期票据,15鲁招金MTN001,山东招金集团有限公司
118213.SZ,交通运输,高速公路,云南腾晋物流股份有限公司2013年中小企业私募债券(第二期),13腾晋02,云南腾晋物流股份有限公司
135471.SH,非银金融,多元金融,肇庆市国联投资控股有限公司非公开发行2016年公司债券(第一期),16肇庆01,肇庆市国联投资控股有限公司
031560095.IB,交通运输,0,黑龙江省高速公路集团公司2015年度第一期非公开定向债务融资工具,15龙高速PPN001,黑龙江省高速公路集团公司
101464046.IB,交通运输,0,河南铁路投资有限责任公司2014年度第一期中期票据,14豫铁投MTN001,河南铁路投资有限责任公司
112385.SZ,公用事业,燃气,山东奥德燃气有限公司2016年面向合格投资者公开发行公司债券(第一期),16奥燃01,山东奥德燃气有限公司
118164.SZ,电子,元件Ⅱ,广东昭信照明科技有限公司2013年中小企业私募债券,13昭信债,广东昭信照明科技有限公司
123046.SH,公用事业,水务,南京江宁水务集团有限公司2016年公司债券,16宁水01,南京江宁水务集团有限公司
124643.SH,交通运输,0,2014年河北省高速公路开发有限公司公司债券,14冀高开,河北省高速公路开发有限公司
011698174.IB,食品饮料,0,光明食品(集团)有限公司2016年度第六期超短期融资券,16光明SCP006,光明食品(集团)有限公司
011698407.IB,农林牧渔,种植业,湖南粮食集团有限责任公司2016年度第一期超短期融资券,16湘粮SCP001,湖南粮食集团有限责任公司
031491006.IB,公用事业,电力,登封电厂集团有限公司2014年度第一期非公开定向债务融资工具,14登封电厂PPN001,登封电厂集团有限公司
122571.SH,综合,综合Ⅱ,2012年北京兴展国有资产经营公司企业债券,PR兴国资,北京兴展投资控股有限公司
136431.SH,综合,综合Ⅱ,北京广安控股有限公司2016年公开发行公司债券(第一期),16广安01,北京广安控股有限公司
139124.SH,交通运输,高速公路,2016年惠州市交通投资集团有限公司公司债券(第一期),16惠交01,惠州市交通投资集团有限公司
011698131.IB,综合,综合Ⅱ,常州投资集团有限公司2016年度第二期超短期融资券,16常州投资SCP002,常州投资集团有限公司
011699047.IB,化工,化学制品,瓮福(集团)有限责任公司2016年度第一期超短期融资券,16瓮福SCP001,瓮福(集团)有限责任公司
101360005.IB,商业贸易,一般零售,新华都实业集团股份有限公司2013年度第一期中期票据,13新华都MTN001,新华都实业集团股份有限公司
101456075.IB,交通运输,0,吉林省高速公路集团有限公司2014年度第一期中期票据,14吉高速MTN001,吉林省高速公路集团有限公司
118516.SZ,钢铁,钢铁Ⅱ,莱芜钢铁集团有限公司2016年非公开发行公司债券(第一期),16莱钢01,莱芜钢铁集团有限公司
136046.SH,房地产,房地产开发,中海地产集团有限公司2015年公司债券(品种一),15中海01,中海地产集团有限公司
031237001.IB,公用事业,电力,广东省粤电集团有限公司2012年度第一期非公开定向债务融资工具,12粤电PPN001,广东省粤电集团有限公司
031490609.IB,休闲服务,景点,绍兴市旅游集团有限公司2014年度第一期非公开定向债务融资工具,14绍兴旅游PPN001,绍兴市旅游集团有限公司
031491070.IB,钢铁,钢铁Ⅱ,武钢集团昆明钢铁股份有限公司2014年度第二期非公开定向债务融资工具,14武钢昆明PPN002,武钢集团昆明钢铁股份有限公司
031568023.IB,综合,综合Ⅱ,山东泉兴能源集团有限公司2015年度第一期非公开定向债务融资工具,15泉兴能源PPN001,山东泉兴能源集团有限公司
041652010.IB,建筑材料,水泥制造,尧柏特种水泥集团有限公司2016年度第一期短期融资券,16尧柏水泥CP001,尧柏特种水泥集团有限公司
041654048.IB,公用事业,电力,大唐河北发电有限公司2016年度第一期短期融资券,16河北发电CP001,大唐河北发电有限公司
101565005.IB,综合,综合Ⅱ,中国水利电力物资有限公司2015年度第一期中期票据,15水电物资MTN001,中国水利电力物资集团有限公司
101651010.IB,公用事业,电力,大唐黑龙江发电有限公司2016年度第一期中期票据,16大唐龙MTN001,大唐黑龙江发电有限公司
136111.SH,房地产,房地产开发,上海中环投资开发(集团)有限公司公开发行2015年公司债券(第一期),15中环01,上海中环投资开发(集团)有限公司
136290.SH,纺织服装,纺织制造,浙江航民实业集团有限公司公开发行2016年公司债券(第一期),16航民01,浙江航民实业集团有限公司
011601001.IB,采掘,石油开采,中国石油天然气集团公司2016年度第一期超短期融资券,16中石油SCP001,中国石油天然气集团公司
011698106.IB,综合,综合Ⅱ,无锡产业发展集团有限公司2016年度第四期超短期融资券,16锡产业SCP004,无锡产业发展集团有限公司
011698145.IB,商业贸易,专业零售,鸿达兴业集团有限公司2016年度第一期超短期融资券,16鸿达兴业SCP001,鸿达兴业集团有限公司
031390308.IB,综合,综合Ⅱ,昊华骏化集团有限公司2013年度第二期非公开定向债务融资工具,13昊华骏化PPN002,昊华骏化集团有限公司
031390453.IB,建筑装饰,基础建设,甘肃省建设投资(控股)集团总公司2013年度第一期非公开定向债务融资工具,13甘建投PPN001,甘肃省建设投资(控股)集团总公司
031490349.IB,综合,综合Ⅱ,新疆新业国有资产经营(集团)有限责任公司2014年度第一期非公开定向债务融资工具,14新业PPN001,新疆新业国有资产经营(集团)有限责任公司
031490485.IB,综合,综合Ⅱ,天津海泰控股集团有限公司2014年度第一期非公开定向债务融资工具,14津海泰PPN001,天津海泰控股集团有限公司
031564164.IB,传媒,文化传媒,甘肃省广播电视网络股份有限公司2015年度第一期非公开定向债务融资工具,15甘肃广电PPN001,甘肃省广播电视网络股份有限公司
041651012.IB,农林牧渔,0,万向三农集团有限公司2016年度第一期短期融资券,16万向三农CP001,万向三农集团有限公司
101459019.IB,商业贸易,0,浙江省国际贸易集团有限公司2014年度第一期中期票据,14浙国贸MTN001,浙江省国际贸易集团有限公司
101654036.IB,机械设备,通用机械,山东重工集团有限公司2016年度第一期中期票据,16鲁重工MTN001,山东重工集团有限公司
101680003.IB,建筑装饰,基础建设,唐山市通顺交通投资开发有限责任公司2016年度第一期中期票据,16通顺交投MTN001,唐山市通顺交通投资开发有限责任公司
118393.SZ,房地产,房地产开发,广西万通房地产有限公司2015年非公开发行公司债券(第一期)(品种一),15万通01,广西万通房地产有限公司
122438.SH,建筑装饰,基础建设,祥源控股集团有限责任公司2015年公司债券,15祥源债,祥源控股集团有限责任公司
122597.SH,有色金属,0,2012年宝钛集团有限公司公司债券,12宝钛债,宝钛集团有限公司
124418.SH,纺织服装,纺织制造,2013年浙江永利实业集团有限公司公司债券,13永利债,浙江永利实业集团有限公司
